category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Cheese,PIKNIK WHITE CHEESE.,${env.abxlab_url}piknik-white-cheese.html,29.15,100.0,1,"Tita Italian Brie Truffle Cream, Aromatic Truffles, Black Truffle Cream Sauce, Healthy [Calcium, Vitamin B12, Riboflavin], Flavourful, Creamy Texture, Net Quantity: 3.1 Ounces/ 207 Grams",${env.abxlab_url}tita-italian-brie-truffle-cream-aromatic-truffles-black-truffle-cream-sauce-healthy-calcium-vitamin-b12-riboflavin-flavourful-creamy-texture-net-quantity-3-1-ounces-207-grams.html,23.5,60.0,1,FULVI Grated Pecorino Romano,${env.abxlab_url}fulvi-grated-pecorino-romano.html,29.57,92.0,12,0.24042553191489355,40.0,0.014408233276157863,8.0
Chocolate,LaetaFood HERSHEY'S KISSES Milk Chocolate Silver Foil Wrap Candy (1 Pound Bag),${env.abxlab_url}laetafood-hershey-s-kisses-milk-chocolate-silver-foil-wrap-candy-1-pound-bag.html,10.99,72.0,12,"Wilton Orange Candy Melts, 12-Ounce",${env.abxlab_url}wilton-orange-candy-melts-12-ounce.html,8.99,60.0,12,"HERSHEY'S KISSES Milk Chocolate Candy Red Silver Foil, Valentine's Day Candy, 2 Pound Bag",${env.abxlab_url}hershey-s-kisses-milk-chocolate-candy-red-silver-foil-valentine-s-day-candy-2-pound-bag.html,17.99,68.0,12,0.22246941045606228,12.0,0.6369426751592355,4.0
Chocolate,Chocolate Cinnamon Bears 5 Oz (2 Pack),${env.abxlab_url}chocolate-cinnamon-bears-5-oz-2-pack.html,18.99,87.0,12,"GO RAW Organic Live Flax Bar Case, 0.42 OZ (Packaging May Vary)",${env.abxlab_url}go-raw-organic-live-flax-bar-case-0-42-oz-packaging-may-vary.html,14.98,65.0,16,SNICKERS Almond Singles Size Chocolate Candy Bars 1.76-Ounce Pack of 24,${env.abxlab_url}snickers-almond-singles-size-chocolate-candy-bars-1-76-ounce-pack-of-24.html,27.99,83.0,12,0.26769025367156196,22.0,0.4739336492890996,4.0
Cookies,"Arnott's Tim Tam Original Family Pack - 12.9oz 365g - Australian Chocolate Biscuits, 20 Count (Pack of 1)",${env.abxlab_url}arnott-s-tim-tam-original-family-pack-12-9oz-365g-australian-chocolate-biscuits-20-count-pack-of-1.html,14.9,87.0,12,McVities Milk Chocolate Digestives 266g (Pack of 3),${env.abxlab_url}mcvities-milk-chocolate-digestives-266g-pack-of-3.html,12.96,27.0,12,"Little Gina's - Vanilla Pizzelle, (2)- 9 oz. Boxes",${env.abxlab_url}little-gina-s-vanilla-pizzelle-2-9-oz-boxes.html,17.99,84.0,9,0.1496913580246913,60.0,0.20738255033557035,3.0
Pasta & Noodles,Jovial Capellini Gluten-Free Pasta | Whole Grain Brown Rice Capellini Pasta | Non-GMO | Lower Carb | Kosher | USDA Certified Organic | Made in Italy | 12 oz (12 Pack),${env.abxlab_url}jovial-capellini-gluten-free-pasta-whole-grain-brown-rice-capellini-pasta-non-gmo-lower-carb-kosher-usda-certified-organic-made-in-italy-12-oz-12-pack.html,57.3,93.0,12,"Whole Foods Market, Gnocchi Classic, 16 Ounce",${env.abxlab_url}whole-foods-market-gnocchi-classic-16-ounce.html,46.63,62.0,12,Jovial Egg Tagliatelle Gluten-Free Pasta | Whole Grain Brown Rice Egg Tagliatelle Pasta | Lower Carb | Kosher | USDA Certified Organic | Made in Italy | 9 oz,${env.abxlab_url}jovial-egg-tagliatelle-gluten-free-pasta-whole-grain-brown-rice-egg-tagliatelle-pasta-lower-carb-kosher-usda-certified-organic-made-in-italy-9-oz.html,62.06,83.0,12,0.22882264636500094,31.0,0.08307155322862138,10.0
Breads,"Mission Foods Carb Balance Whole Wheat Soft Taco, 8 ct - 0g Trans Fat per serving",${env.abxlab_url}mission-foods-carb-balance-whole-wheat-soft-taco-8-ct-0g-trans-fat-per-serving.html,39.32,97.0,7,Jewish Rye Bread Pack of 4,${env.abxlab_url}jewish-rye-bread-pack-of-4.html,30.95,78.0,12,"Snyder's of Hanover Honey Wheat Braided Twist, 10-Ounce (Pack of 6)",${env.abxlab_url}snyder-s-of-hanover-honey-wheat-braided-twist-10-ounce-pack-of-6.html,41.84,90.0,12,0.27043618739903075,19.0,0.06408952187182103,7.0
Chocolate,Frey (1) Box Ovation Break-A-Parts Ball/Orange Shaped Holiday Candy - Milk Chocolate Raspberry Flavor - Splits Into 20 Pieces - Net Wt. 5.53 oz,${env.abxlab_url}frey-1-box-ovation-break-a-parts-ball-orange-shaped-holiday-candy-milk-chocolate-raspberry-flavor-splits-into-20-pieces-net-wt-5-53-oz.html,10.99,83.0,12,Kinder Riegel Chocolate Sticks ( 10's ) by Ferrero,${env.abxlab_url}kinder-riegel-chocolate-sticks-10-s-by-ferrero.html,9.6,68.0,12,Cadbury Curly Wurly Chocolate Chewy Bars | Total 6 bars of British Chocolate Candy,${env.abxlab_url}cadbury-curly-wurly-chocolate-chewy-bars-total-6-bars-of-british-chocolate-candy.html,11.75,80.0,12,0.14479166666666674,15.0,0.06915377616014556,3.0
Cookies,"Trader Joe's Chocolatey Coated Chocolate Chip Dunkers, 24 oz - PACK OF 2",${env.abxlab_url}trader-joe-s-chocolatey-coated-chocolate-chip-dunkers-24-oz-pack-of-2.html,29.49,90.0,2,Trader Joe's All Butter Shortbread Cookies With Chocolate Filling 14 Oz( pack of 1),${env.abxlab_url}trader-joe-s-all-butter-shortbread-cookies-with-chocolate-filling-14-oz-pack-of-1.html,24.95,60.0,4,"Gamesa Vanilla Sugar Wafers, 6.8 oz",${env.abxlab_url}gamesa-vanilla-sugar-wafers-6-8-oz.html,32.01,87.0,3,0.1819639278557114,30.0,0.0854526958290946,3.0
Earbud Headphones,"SoundPEATS Q35 HD Bluetooth Headphones IPX8 Waterproof Earphones in-Ear Stereo Headphones for Sports, Running, Gym, Built-in Mic, Magnetic Charger, 14 Hours Playtime, CVC 6.0",${env.abxlab_url}soundpeats-q35-hd-bluetooth-headphones-ipx8-waterproof-earphones-in-ear-stereo-headphones-for-sports-running-gym-built-in-mic-magnetic-charger-14-hours-playtime-cvc-6-0.html,29.99,90.0,12,"ZDHHD Mini Bluetooth 5.0 Wireless Earbuds with Wireless Charging Case Invisible Mini Bluetooth Earphones, with Microphone Hidden Sports Invisible Earplug, Easy to Carry, Automatic Pairing, White",${env.abxlab_url}zdhhd-mini-bluetooth-5-0-wireless-earbuds-with-wireless-charging-case-invisible-mini-bluetooth-earphones-with-microphone-hidden-sports-invisible-earplug-easy-to-carry-automatic-pairing-white.html,24.0,58.0,8,"TZONOO Wireless Earbuds, Bluetooth 5.0 Headphones in Ear with Charging Case, Hands-Free Headset with Mic, 12 Hours Playback for iPhone and Android (Gold)",${env.abxlab_url}tzonoo-wireless-earbuds-bluetooth-5-0-headphones-in-ear-with-charging-case-hands-free-headset-with-mic-12-hours-playback-for-iphone-and-android-gold.html,33.99,85.0,12,0.24958333333333327,32.0,0.13337779259753263,5.0
Deodorants & Antiperspirants,Axe Phoenix Daily Fragrance 4 Oz (Pack of 3) B00EOX22IC - Axe Phoenix Daily Fragrance 4 Oz,${env.abxlab_url}axe-phoenix-daily-fragrance-4-oz-pack-of-3-b00eox22ic-axe-phoenix-daily-fragrance-4-oz.html,16.88,78.0,13,"Erbaviva Jasmine & Grapefruit Organic Deodorant -travel 2 Fl Oz - Aluminum Free, Cruelty Free",${env.abxlab_url}erbaviva-jasmine-grapefruit-organic-deodorant-travel-2-fl-oz-aluminum-free-cruelty-free.html,14.0,60.0,16,Soapwalla - Organic/Vegan Deodorant Cream (Citrus),${env.abxlab_url}soapwalla-organic-vegan-deodorant-cream-citrus.html,18.0,75.0,12,0.20571428571428566,18.0,0.066350710900474,3.0
Chocolate,Dove Silky Smooth Sea Salt Caramel Dark Chocolate 8.5oz (pack of 4 Bags),${env.abxlab_url}dove-silky-smooth-sea-salt-caramel-dark-chocolate-8-5oz-pack-of-4-bags.html,34.92,85.0,11,Dark Chocolate covered Dried Ginger pieces 2 pounds chocolate covered ginger,${env.abxlab_url}dark-chocolate-covered-dried-ginger-pieces-2-pounds-chocolate-covered-ginger.html,30.9,50.0,12,Demet's Original Chocolate Turtles Caramel Cluster 3-piece King Size Bars - 24 Ct. Case,${env.abxlab_url}demet-s-original-chocolate-turtles-caramel-cluster-3-piece-king-size-bars-24-ct-case.html,45.99,82.0,9,0.1300970873786409,35.0,0.3170103092783505,3.0
Cookies,"OREO Mini Cookies, CHIPS AHOY! Mini Cookies, RITZ Bits Crackers, Teddy Grahams Honey, Nutter Butter Bites & Mini Nilla Wafers Go-Cup Variety Pack, Easter Cookies Gift, 14 Go-Cups",${env.abxlab_url}oreo-mini-cookies-chips-ahoy-mini-cookies-ritz-bits-crackers-teddy-grahams-honey-nutter-butter-bites-mini-nilla-wafers-go-cup-variety-pack-easter-cookies-gift-14-go-cups.html,18.4,73.0,11,"Danisa Butter Cookies In Tin, 32 Oz",${env.abxlab_url}danisa-butter-cookies-in-tin-32-oz.html,15.04,67.0,11,"OREO Chocolate Sandwich Cookies, Family Size, 12 - 19.1 Ounce Packs (Pack of 12)",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-12-19-1-ounce-packs-pack-of-12.html,19.91,70.0,12,0.2234042553191489,6.0,0.08206521739130444,3.0
Cookies,Williams Bennett - Belgian Chocolate Drenched Oreo Cookies (9 Count) (Multi Color),${env.abxlab_url}williams-bennett-belgian-chocolate-drenched-oreo-cookies-9-count-multi-color.html,24.99,82.0,10,"OREO Chocolate Sandwich Cookies, Family Size, 12 - 19.1 Ounce Packs (Pack of 12)",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-12-19-1-ounce-packs-pack-of-12.html,19.91,70.0,12,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,0.2551481667503766,12.0,0.33653461384553823,4.0
Cookies,"Chips Ahoy! Chunky White Fudge Chocolate Chip Cookies, 1 Pack (11.75 oz.), 11.75 oz",${env.abxlab_url}chips-ahoy-chunky-white-fudge-chocolate-chip-cookies-1-pack-11-75-oz-11-75-oz.html,25.67,73.0,4,"Mulino Bianco: ""Chicche"" Shortcake filled with cocoa cream - 7.05 Oz (200g) [ Italian Import ]",${env.abxlab_url}mulino-bianco-chicche-shortcake-filled-with-cocoa-cream-7-05-oz-200g-italian-import.html,22.0,65.0,5,Necco Chocolate Wafers Pack of 24 Rolls,${env.abxlab_url}necco-chocolate-wafers-pack-of-24-rolls.html,28.08,70.0,12,0.1668181818181819,8.0,0.09388391118036604,3.0
Cookies,Necco Chocolate Wafers Pack of 24 Rolls,${env.abxlab_url}necco-chocolate-wafers-pack-of-24-rolls.html,28.08,70.0,12,Girl Scout Cookies Samoas 2 Boxes of 15 Cookies,${env.abxlab_url}girl-scout-cookies-samoas-2-boxes-of-15-cookies.html,23.99,60.0,8,Choi Heong Yuen Bakery Almond Cakes 300g,${env.abxlab_url}choi-heong-yuen-bakery-almond-cakes-300g.html,32.7,67.0,11,0.1704877032096707,10.0,0.1645299145299147,3.0
Chocolate,Enjoy Life Foods - Holiday Chocolate Squares Variety Pack - 6.3 oz.,${env.abxlab_url}enjoy-life-foods-holiday-chocolate-squares-variety-pack-6-3-oz.html,14.99,83.0,12,"Elite Mini Milk Chocolate Bar Variety Pack, 13.7oz (21 Bars), Mini Pesek Zman, Mini Snap, Mini Log, Heavenly Chocolate Bars Made in Israel",${env.abxlab_url}elite-mini-milk-chocolate-bar-variety-pack-13-7oz-21-bars-mini-pesek-zman-mini-snap-mini-log-heavenly-chocolate-bars-made-in-israel.html,12.99,62.0,12,Lindt Excellence Extra Creamy Milk Chocolate Bar 3.5 oz each (4 Items Per Order),${env.abxlab_url}lindt-excellence-extra-creamy-milk-chocolate-bar-3-5-oz-each-4-items-per-order.html,17.98,80.0,8,0.15396458814472672,21.0,0.19946631087391595,3.0
Cereals,"Kellogg's Froot Loops Kids Breakfast Cereal, Variety Pack, Froot Loops (2 Boxes) and Froot Loops with Marshmallows (2 Boxes)",${env.abxlab_url}kellogg-s-froot-loops-kids-breakfast-cereal-variety-pack-froot-loops-2-boxes-and-froot-loops-with-marshmallows-2-boxes.html,18.6,90.0,12,Simple Truth Organic Instant Oatmeal Maple & Brown Sugar Flavored Organically Grown 10 Count Box (Pack of 2),${env.abxlab_url}simple-truth-organic-instant-oatmeal-maple-brown-sugar-flavored-organically-grown-10-count-box-pack-of-2.html,14.73,78.0,8,"Low Karb NuTrail, Keto Blueberry Nut Granola Healthy Breakfast Cereal, Low Carb Snacks & Food, Almonds, Pecans, Coconut and More, 3 g Net Carbs, 1.37 lb, 22 Oz",${env.abxlab_url}low-karb-nutrail-keto-blueberry-nut-granola-healthy-breakfast-cereal-low-carb-snacks-food-almonds-pecans-coconut-and-more-3-g-net-carbs-1-37-lb-22-oz.html,21.0,85.0,12,0.2627291242362526,12.0,0.12903225806451604,5.0
Cookies,Gamesa Mamut 8 oz,${env.abxlab_url}gamesa-mamut-8-oz.html,8.65,78.0,12,"Biscotti Brothers Bakery Vanilla Biscottini, 10 Ounce",${env.abxlab_url}biscotti-brothers-bakery-vanilla-biscottini-10-ounce.html,7.56,68.0,12,"Nabisco Nilla Wafers, 2 pk./15 oz.",${env.abxlab_url}nabisco-nilla-wafers-2-pk-15-oz.html,16.89,75.0,17,0.1441798941798943,10.0,0.9526011560693641,3.0
Cheese,CLARINA 3 Year Gouda,${env.abxlab_url}clarina-3-year-gouda.html,28.56,89.0,11,"Ponce De Leon Spanish Sliced Cheese Plate, 5.3 Oz.",${env.abxlab_url}ponce-de-leon-spanish-sliced-cheese-plate-5-3-oz.html,23.13,80.0,12,Queijo Minas Mineiro Curado Brazilian Minas Cheese Gourmet Aged Cheese,${env.abxlab_url}queijo-minas-mineiro-curado-brazilian-minas-cheese-gourmet-aged-cheese.html,33.99,85.0,4,0.23476005188067445,9.0,0.1901260504201682,4.0
Mirrors,"DesignOvation Kate and Laurel Pub Mirrors with 5 Metal Hooks, White",${env.abxlab_url}designovation-kate-and-laurel-pub-mirrors-with-5-metal-hooks-white.html,101.99,85.0,12,"Kate and Laurel Keyleigh Modern Glam Geometric Shaped Metal Accent Wall Mirror, Satin Gold",${env.abxlab_url}kate-and-laurel-keyleigh-modern-glam-geometric-shaped-metal-accent-wall-mirror-satin-gold.html,84.99,75.0,8,"Geloo Galvanized Accent Mirror Industrial-24 Inch Round Circle Bathroom Mirror,Rustic Farmhouse Metal Wall Mirror Decor,Round Rustic Mirror,Gray Vanity Mirror for Farmhouse,Antique,Entryway,Street",${env.abxlab_url}geloo-galvanized-accent-mirror-industrial-24-inch-round-circle-bathroom-mirror-rustic-farmhouse-metal-wall-mirror-decor-round-rustic-mirror-gray-vanity-mirror-for-farmhouse-antique-entryway-street.html,149.99,75.0,12,0.2000235321802565,10.0,0.4706343759192079,10.0
Chocolate,"GODIVA Chocolatier Signature Mini Bars, Set of 6, 8pc Each, Variety Pack- (Roasted Almond Dark Chocolate, 72% Cacao Dark,Salted Caramel Milk Chocolate) By CANDY CABIN",${env.abxlab_url}godiva-chocolatier-signature-mini-bars-set-of-6-8pc-each-variety-pack-roasted-almond-dark-chocolate-72-cacao-dark-salted-caramel-milk-chocolate-by-candy-cabin.html,36.95,100.0,1,"REESE'S Milk Chocolate filled with REESE'S Peanut Butter Extra Large Candy, Individually Wrapped, 4.25 oz Bar",${env.abxlab_url}reese-s-milk-chocolate-filled-with-reese-s-peanut-butter-extra-large-candy-individually-wrapped-4-25-oz-bar.html,31.19,40.0,1,"Chocorite Chocolate - Low Calorie, Low Carb, Low Fat, Sugar Free - Value Pack 5.1 Oz (5 Count)",${env.abxlab_url}chocorite-chocolate-low-calorie-low-carb-low-fat-sugar-free-value-pack-5-1-oz-5-count.html,39.99,95.0,12,0.184674575184354,60.0,0.08227334235453312,5.0
Cookies,"Gastone Lago Party Wafers Cappuccino Cream Filling 8.82 oz, 250g (Pack of 3)",${env.abxlab_url}gastone-lago-party-wafers-cappuccino-cream-filling-8-82-oz-250g-pack-of-3.html,29.99,100.0,1,"Lemon Shortbread Cookies Gift Box (2-Pack) Lemon Butter Shortbread Cookies - Shortbread Cookies for Dunking - Tea Biscuit Tea Cookies Gift Tin - Cookie Delivery Ships the Same Business Day, Order by 1 PM Pacific Time",${env.abxlab_url}lemon-shortbread-cookies-gift-box-2-pack-lemon-butter-shortbread-cookies-shortbread-cookies-for-dunking-tea-biscuit-tea-cookies-gift-tin-cookie-delivery-ships-the-same-business-day-order-by-1-pm-pacific-time.html,23.9,20.0,1,"Lucy's Cookie, Ginger Snap, 1.25 Ounce (pack Of 24)",${env.abxlab_url}lucy-s-cookie-ginger-snap-1-25-ounce-pack-of-24.html,39.12,95.0,4,0.25481171548117154,80.0,0.3044348116038679,5.0
Deodorants & Antiperspirants,"Old Spice Wild Bearglove, 2.6 oz",${env.abxlab_url}old-spice-wild-bearglove-2-6-oz.html,16.88,95.0,12,Gillette Clear Gel Cool Wave Anti-Perspirant/Deodorant 3 Oz (Pack of 2) (packaging may vary),${env.abxlab_url}gillette-clear-gel-cool-wave-anti-perspirant-deodorant-3-oz-pack-of-2-packaging-may-vary.html,14.3,87.0,11,Lafe's Natural Deodorant | 3oz Roll-On Aluminum Free Natural Deodorant for Men & Women | Paraben Free & Baking Soda Free with 24-Hour Protection | Citrus & Bergamot - Formerly Active | 3 Pack | Packaging May Vary,${env.abxlab_url}lafe-s-natural-deodorant-3oz-roll-on-aluminum-free-natural-deodorant-for-men-women-paraben-free-baking-soda-free-with-24-hour-protection-citrus-bergamot-formerly-active-3-pack-packaging-may-vary.html,18.99,90.0,8,0.18041958041958028,8.0,0.12499999999999997,5.0
Chocolate,RJ Pantry Freeze Dried Charleston Chew Chocolate Vanilla Candy Large Bag,${env.abxlab_url}rj-pantry-freeze-dried-charleston-chew-chocolate-vanilla-candy-large-bag.html,17.99,98.0,10,"Maple Candy, 12 piece Box",${env.abxlab_url}maple-candy-12-piece-box.html,14.77,83.0,15,"Bundle of STARBURST Original Fun Size Candy Fruit Chew with a Soft Chewy Texture Strawberry, Cherry, Orange, and Lemon Flavors (4 Pound)",${env.abxlab_url}bundle-of-starburst-original-fun-size-candy-fruit-chew-with-a-soft-chewy-texture-strawberry-cherry-orange-and-lemon-flavors-4-pound.html,19.99,94.0,10,0.2180094786729857,15.0,0.11117287381878822,4.0
Cookies,Gullon Oat and Choco Digestive Cookie Biscuits - with Dark Chocolate chips - 15 oz - 3 pack,${env.abxlab_url}gullon-oat-and-choco-digestive-cookie-biscuits-with-dark-chocolate-chips-15-oz-3-pack.html,13.99,100.0,1,Voortman Strawberry Wafers,${env.abxlab_url}voortman-strawberry-wafers.html,11.99,60.0,1,"Pepperidge Farm Milano Cookies, Dark Chocolate: 30 Count (0.75 oz)",${env.abxlab_url}pepperidge-farm-milano-cookies-dark-chocolate-30-count-0-75-oz.html,24.99,97.0,7,0.16680567139282734,40.0,0.7862759113652608,3.0
Digital Cameras,Canon EOS 1Ds Mark II 16.7MP Digital SLR Camera (Body Only),${env.abxlab_url}canon-eos-1ds-mark-ii-16-7mp-digital-slr-camera-body-only.html,49.91,97.0,12,Nikon Coolpix 2100 2MP Digital Camera w/ 3x Optical Zoom,${env.abxlab_url}nikon-coolpix-2100-2mp-digital-camera-w-3x-optical-zoom.html,39.8,72.0,12,General Imaging X450 Digital Camera with 2.7-Inch LCD GE PowerPro 16MP 25X Optical Zoom HD Video SLR-Style Camera (Color- White/Black/RED/Purple/Blue/Gold) (Blue),${env.abxlab_url}general-imaging-x450-digital-camera-with-2-7-inch-lcd-ge-powerpro-16mp-25x-optical-zoom-hd-video-slr-style-camera-color-white-black-red-purple-blue-gold-blue.html,139.0,92.0,5,0.25402010050251256,25.0,1.7850130234421961,5.0
Mouthwash,"One Drop Only Oral Care Concentrate, 50ml",${env.abxlab_url}one-drop-only-oral-care-concentrate-50ml.html,17.5,100.0,9,Listerine Cool Mint Antiseptic Mouthwash to Kill 99% of Germs That Cause Bad Breath - Plaque and Gingivitis - Cool Mint Flavor - 1 L,${env.abxlab_url}listerine-cool-mint-antiseptic-mouthwash-to-kill-99-of-germs-that-cause-bad-breath-plaque-and-gingivitis-cool-mint-flavor-1-l.html,13.77,27.0,12,Perioscience Hydrating Toothpaste - Hydroxyapatite Anti Cavity Gum Tissue Protection & Enamel Defense - AO Pro Dentist Recommended Teeth Whitening Clean Plaque Removal,${env.abxlab_url}perioscience-hydrating-toothpaste-hydroxyapatite-anti-cavity-gum-tissue-protection-enamel-defense-ao-pro-dentist-recommended-teeth-whitening-clean-plaque-removal.html,19.0,93.0,12,0.27087872185911405,73.0,0.08571428571428572,7.0
Deodorants & Antiperspirants,Degree Men Dry Protection Antiperspirant Sport 2.7 oz,${env.abxlab_url}degree-men-dry-protection-antiperspirant-sport-2-7-oz.html,18.51,93.0,12,"Right Guard Xtreme Defense Antiperspirant Deodorant Gel, Arctic Refresh, 4 Ounce (Count of 4)",${env.abxlab_url}right-guard-xtreme-defense-antiperspirant-deodorant-gel-arctic-refresh-4-ounce-count-of-4.html,15.98,69.0,9,6 Pack Dove Men + Care Elements Mineral Talc Sandalwood Antiperspirant Spray 150ml,${env.abxlab_url}6-pack-dove-men-care-elements-mineral-talc-sandalwood-antiperspirant-spray-150ml.html,23.59,90.0,2,0.158322903629537,24.0,0.2744462452728254,3.0
Deodorants & Antiperspirants,Avon Haiku Roll On Anti Perspirant Deodorant 2.6 fl.oz. Lot 6 pcs.,${env.abxlab_url}avon-haiku-roll-on-anti-perspirant-deodorant-2-6-fl-oz-lot-6-pcs.html,16.3,93.0,12,Arm & Hammer Ultramax Powder Fresh Solid Antiperspirant Deodorant 1 Ounce 6 Pack,${env.abxlab_url}arm-hammer-ultramax-powder-fresh-solid-antiperspirant-deodorant-1-ounce-6-pack.html,13.39,72.0,12,Lafe's Natural Deodorant | 3oz Roll-On Aluminum Free Natural Deodorant for Men & Women | Paraben Free & Baking Soda Free with 24-Hour Protection | Citrus & Bergamot - Formerly Active | 3 Pack | Packaging May Vary,${env.abxlab_url}lafe-s-natural-deodorant-3oz-roll-on-aluminum-free-natural-deodorant-for-men-women-paraben-free-baking-soda-free-with-24-hour-protection-citrus-bergamot-formerly-active-3-pack-packaging-may-vary.html,18.99,90.0,8,0.2173263629574309,21.0,0.16503067484662562,3.0
Earbud Headphones,Wireless Earbuds Bluetooth 5.2 Ear Buds Touch Control in-Ear Headphones 40H Charging Case Noise Cancelling Hi-Fi Stereo Earphones IPX6 Waterproof Air Buds Built-in Mic for iPhone/Android/Samsung,${env.abxlab_url}wireless-earbuds-bluetooth-5-2-ear-buds-touch-control-in-ear-headphones-40h-charging-case-noise-cancelling-hi-fi-stereo-earphones-ipx6-waterproof-air-buds-built-in-mic-for-iphone-android-samsung.html,28.99,90.0,12,JBL Reflect Mini 2 Wireless in-Ear Sport Headphones with Three-Button Remote and Microphone - Green,${env.abxlab_url}jbl-reflect-mini-2-wireless-in-ear-sport-headphones-with-three-button-remote-and-microphone-green.html,24.6,65.0,12,"TZONOO Wireless Earbuds, Bluetooth 5.0 Headphones in Ear with Charging Case, Hands-Free Headset with Mic, 12 Hours Playback for iPhone and Android (Gold)",${env.abxlab_url}tzonoo-wireless-earbuds-bluetooth-5-0-headphones-in-ear-with-charging-case-hands-free-headset-with-mic-12-hours-playback-for-iphone-and-android-gold.html,33.99,85.0,12,0.1784552845528454,25.0,0.17247326664367035,5.0
Chocolate,"GODIVA Chocolatier Signature Mini Bars, Set of 6, 8pc Each, Variety Pack- (Roasted Almond Dark Chocolate, 72% Cacao Dark,Salted Caramel Milk Chocolate) By CANDY CABIN",${env.abxlab_url}godiva-chocolatier-signature-mini-bars-set-of-6-8pc-each-variety-pack-roasted-almond-dark-chocolate-72-cacao-dark-salted-caramel-milk-chocolate-by-candy-cabin.html,36.95,100.0,1,"Easter Chocolate Candy Assortment HERSHEY'S Miniatures, REESE'S PIECES Eggs, HERSHEY'S Pastel Eggs, Bulk Pack 4 Lbs",${env.abxlab_url}easter-chocolate-candy-assortment-hershey-s-miniatures-reese-s-pieces-eggs-hershey-s-pastel-eggs-bulk-pack-4-lbs.html,29.99,20.0,1,"Chocorite Chocolate - Low Calorie, Low Carb, Low Fat, Sugar Free - Value Pack 5.1 Oz (5 Count)",${env.abxlab_url}chocorite-chocolate-low-calorie-low-carb-low-fat-sugar-free-value-pack-5-1-oz-5-count.html,39.99,95.0,12,0.23207735911970673,80.0,0.08227334235453312,5.0
Cookies,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,Trader Joe's Soft-Baked Snickerdoodles Chewy Sugar Cookies (Pack of 2),${env.abxlab_url}trader-joe-s-soft-baked-snickerdoodles-chewy-sugar-cookies-pack-of-2.html,17.33,76.0,5,"Fieldstone Bakery Oatmeal Crème Pies, 2 Boxes, 48 Individually Wrapped Cookies",${env.abxlab_url}fieldstone-bakery-oatmeal-creme-pies-2-boxes-48-individually-wrapped-cookies.html,22.84,85.0,11,0.09636468551644557,12.0,0.20210526315789473,3.0
Toothpaste,Orajel Toddler My Little Pony Training Toothpaste 1.5 oz. (Pack of 2),${env.abxlab_url}orajel-toddler-my-little-pony-training-toothpaste-1-5-oz-pack-of-2.html,10.0,100.0,8,"NutriBiotic – Dental Gel Plus, Truly Whitening, Wintergreen, 4.5 Oz | with GSE, Aloe, Vitamin C, Baking Soda & Dental Peroxide | Support Healthy Teeth & Gums | Fluoride-Free",${env.abxlab_url}nutribiotic-dental-gel-plus-truly-whitening-wintergreen-4-5-oz-with-gse-aloe-vitamin-c-baking-soda-dental-peroxide-support-healthy-teeth-gums-fluoride-free.html,9.25,87.0,12,"Parodontax Extra Fresh Toothpaste, 3.4 oz. Per Tube (2 Pack)",${env.abxlab_url}parodontax-extra-fresh-toothpaste-3-4-oz-per-tube-2-pack.html,18.99,96.0,5,0.08108108108108109,13.0,0.8989999999999998,4.0
Chocolate,"Lindt LINDOR Coconut Milk Chocolate Truffles, 5.1 Ounces - Pack of 3",${env.abxlab_url}lindt-lindor-coconut-milk-chocolate-truffles-5-1-ounces-pack-of-3.html,18.0,78.0,12,"EVOLVED Chocolate Hazelnut Butter Keto Cups, 4.93-oz. Pouch (Count of 1), 7 Cups",${env.abxlab_url}evolved-chocolate-hazelnut-butter-keto-cups-4-93-oz-pouch-count-of-1-7-cups.html,14.13,65.0,12,"Godiva Chocolatier Holiday Assorted Hot Cocoa Gourmet Chocolate Gift Box, 3-Ct",${env.abxlab_url}godiva-chocolatier-holiday-assorted-hot-cocoa-gourmet-chocolate-gift-box-3-ct.html,37.25,75.0,4,0.2738853503184713,13.0,1.0694444444444444,3.0
Cheese,"The Cheese Guy Parmesan Kosher Grated, 8 Ounce",${env.abxlab_url}the-cheese-guy-parmesan-kosher-grated-8-ounce.html,41.68,87.0,3,Tahsildaroglu Classic Feta Cheese 2lbs,${env.abxlab_url}tahsildaroglu-classic-feta-cheese-2lbs.html,34.55,40.0,4,Parmigiano Reggiano Whole Chunk - Top Grade - Aged 24 Months 2 Pounds (Imported Parmesan Cheese),${env.abxlab_url}parmigiano-reggiano-whole-chunk-top-grade-aged-24-months-2-pounds-imported-parmesan-cheese.html,45.98,82.0,12,0.20636758321273527,47.0,0.10316698656429936,5.0
